branchCode,branchName
0618461210,Mechanical Engineering
0618524510,Computer Engineering
0618524610,Information Technology
0618529310,Electrical Engineering
0618537210,Electronics and Telecommunication Engg
0618561210,Mechanical Engineering
0618719110,Civil Engineering
0618724510,Computer Engineering
0618724610,Information Technology
0618737210,Electronics and Telecommunication Engg
0618761210,Mechanical Engineering
0620319110,Civil Engineering
0620324510,Computer Engineering
0620326610,Robotics and Artificial Intelligence
0620361210,Mechanical Engineering
0620362410,Mechatronics Engineering
0620399510,Artificial Intelligence and Data Science
0620624510,Computer Engineering
0620624610,Information Technology
0620637210,Electronics and Telecommunication Engg
0620661210,Mechanical Engineering
0620699510,Artificial Intelligence and Data Science
0620719110,Civil Engineering
0620724510,Computer Engineering
0620724610,Information Technology
0620729310,Electrical Engineering
0620737210,Electronics and Telecommunication Engg
0620746610,Instrumentation Engineering
0620761210,Mechanical Engineering
0620791610,Automation and Robotics
0620799510,Artificial Intelligence and Data Science
0621419110,Civil Engineering
0621421910,Robotics and Automation
0621424510,Computer Engineering
0621429310,Electrical Engineering
0621437210,Electronics and Telecommunication Engg
0621456810,Computer Science and Information Technology
0621461210,Mechanical Engineering
0621462410,Mechatronics Engineering
0621491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0621719110,Civil Engineering
0621724210,Computer Science and Engineering
0621726310,Artificial Intelligence (AI) and Data Science
0621729310,Electrical Engineering
0621737210,Electronics and Telecommunication Engg
0621761210,Mechanical Engineering
0621784410,Electronics and Computer Engineering
0621792110,Artificial Intelligence and Machine Learning
0621919110,Civil Engineering
0621924210,Computer Science and Engineering
0621929310,Electrical Engineering
0621937210,Electronics and Telecommunication Engg
0621946110,Bio Medical Engineering
0621961210,Mechanical Engineering
0622019110,Civil Engineering
0622024210,Computer Science and Engineering
0622029310,Electrical Engineering
0622037210,Electronics and Telecommunication Engg
0622061210,Mechanical Engineering
0622219110,Civil Engineering
0622224210,Computer Science and Engineering
0622226310,Artificial Intelligence (AI) and Data Science
0622229310,Electrical Engineering
0622237210,Electronics and Telecommunication Engg
0622246510,Technical Textiles
0622257010,Fashion Technology
0622261210,Mechanical Engineering
0622288610,Man Made Textile Technology
0622289010,Textile Chemistry
0622289610,Textile Technology
0622291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0622319110,Civil Engineering
0622324210,Computer Science and Engineering
0622329310,Electrical Engineering
0622337210,Electronics and Telecommunication Engg
0622361210,Mechanical Engineering
0622399510,Artificial Intelligence and Data Science
0625019110,Civil Engineering
0625024210,Computer Science and Engineering
0625037210,Electronics and Telecommunication Engg
0625050710,Chemical Engineering
0625061210,Mechanical Engineering
0625091110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0625091210,Computer Science and Engineering(Data Science)
0626519110,Civil Engineering
0626524210,Computer Science and Engineering
0626524610,Information Technology
0626537210,Electronics and Telecommunication Engg
0626561510,Mechanical & Automation Engineering
0626584410,Electronics and Computer Engineering
0626708210,Bio Technology
0626719110,Civil Engineering
0626724210,Computer Science and Engineering
0626726210,Computer Science and Business Systems
0626729310,Electrical Engineering
0626737210,Electronics and Telecommunication Engg
0626761210,Mechanical Engineering
0626791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0626792210,Civil and Environmental Engineering
0626819110,Civil Engineering
0626824210,Computer Science and Engineering
0626826210,Computer Science and Business Systems
0626837210,Electronics and Telecommunication Engg
0626850710,Chemical Engineering
0626861210,Mechanical Engineering
0626919110,Civil Engineering
0626924210,Computer Science and Engineering
0626937210,Electronics and Telecommunication Engg
0626946410,Instrumentation and Control Engineering
0626950710,Chemical Engineering
0626961210,Mechanical Engineering
0626990010,Electronics and Computer Science
0626992510,Computer Science and Engineering (Artificial Intelligence and Data Science)
0626992610,Electrical and Computer Engineering
0627019110,Civil Engineering
0627024210,Computer Science and Engineering
0627037210,Electronics and Telecommunication Engg
0627061210,Mechanical Engineering
0627099510,Artificial Intelligence and Data Science
0627124510,Computer Engineering
0627124610,Information Technology
0627126310,Artificial Intelligence (AI) and Data Science
0627137210,Electronics and Telecommunication Engg
0627184410,Electronics and Computer Engineering
0627219110,Civil Engineering
0627221910,Robotics and Automation
0627224510,Computer Engineering
0627224610,Information Technology
0627237210,Electronics and Telecommunication Engg
0627246610,Instrumentation Engineering
0627261210,Mechanical Engineering
0627299510,Artificial Intelligence and Data Science
0627319110,Civil Engineering
0627324510,Computer Engineering
0627324610,Information Technology
0627337210,Electronics and Telecommunication Engg
0627346410,Instrumentation and Control Engineering
0627361210,Mechanical Engineering
0627391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0627391210,Computer Science and Engineering(Data Science)
0627391310,Computer Science and Engineering (Artificial Intelligence)
0627392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0627392710,Computer Engineering (Software Engineering)
0627399510,Artificial Intelligence and Data Science
0627424510,Computer Engineering
0627424610,Information Technology
0627429310,Electrical Engineering
0627437210,Electronics and Telecommunication Engg
0627461210,Mechanical Engineering
0627484110,Printing and Packing Technology
0627499510,Artificial Intelligence and Data Science
0627519110,Civil Engineering
0627524510,Computer Engineering
0627524610,Information Technology
0627529310,Electrical Engineering
0627537210,Electronics and Telecommunication Engg
0627561210,Mechanical Engineering
0627562410,Mechatronics Engineering
0627719110,Civil Engineering
0627724210,Computer Science and Engineering
0627724610,Information Technology
0627726310,Artificial Intelligence (AI) and Data Science
0627737210,Electronics and Telecommunication Engg
0627761210,Mechanical Engineering
0627819110,Civil Engineering
0627821910,Robotics and Automation
0627824510,Computer Engineering
0627829310,Electrical Engineering
0627837210,Electronics and Telecommunication Engg
0627837810,Electronics Engineering ( VLSI Design and Technology)
0627850710,Chemical Engineering
0627861210,Mechanical Engineering
0627862510,Mechanical Engineering[Sandwich]
0627892110,Artificial Intelligence and Machine Learning
0628124510,Computer Engineering
0628137210,Electronics and Telecommunication Engg
0628161210,Mechanical Engineering
0628191610,Automation and Robotics
0628224510,Computer Engineering
0628224610,Information Technology
0628229310,Electrical Engineering
0628237210,Electronics and Telecommunication Engg
0628246610,Instrumentation Engineering
0628299510,Artificial Intelligence and Data Science
0628300210,Aeronautical Engineering
0628319110,Civil Engineering
0628324210,Computer Science and Engineering
0628326310,Artificial Intelligence (AI) and Data Science
0628329310,Electrical Engineering
0628350310,Food Technology
0628361210,Mechanical Engineering
0628392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain
0628419110,Civil Engineering
0628424510,Computer Engineering
0628424610,Information Technology
0628429310,Electrical Engineering
0628437210,Electronics and Telecommunication Engg
0628461210,Mechanical Engineering
0628499510,Artificial Intelligence and Data Science
0628819110,Civil Engineering
0628824210,Computer Science and Engineering
0628837210,Electronics and Telecommunication Engg
0628861210,Mechanical Engineering
0628891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0629324210,Computer Science and Engineering
0629329310,Electrical Engineering
0629337210,Electronics and Telecommunication Engg
0629361210,Mechanical Engineering
0629819110,Civil Engineering
0629821910,Robotics and Automation
0629824510,Computer Engineering
0629824610,Information Technology
0629829310,Electrical Engineering
0629837210,Electronics and Telecommunication Engg
0629861210,Mechanical Engineering
0629884410,Electronics and Computer Engineering
0629892110,Artificial Intelligence and Machine Learning
0629899510,Artificial Intelligence and Data Science
0630319110,Civil Engineering
0630324210,Computer Science and Engineering
0630337210,Electronics and Telecommunication Engg
0630361210,Mechanical Engineering
0630399510,Artificial Intelligence and Data Science
0630419110,Civil Engineering
0630424210,Computer Science and Engineering
0630429310,Electrical Engineering
0630437210,Electronics and Telecommunication Engg
0630461210,Mechanical Engineering
0630492110,Artificial Intelligence and Machine Learning
0630492610,Electrical and Computer Engineering
0630519110,Civil Engineering
0630524210,Computer Science and Engineering
0630524610,Information Technology
0630537210,Electronics and Telecommunication Engg
0630561210,Mechanical Engineering
0630724510,Computer Engineering
0630724610,Information Technology
0630737210,Electronics and Telecommunication Engg
0630760210,Automobile Engineering
0630819110,Civil Engineering
0630824510,Computer Engineering
0630837210,Electronics and Telecommunication Engg
0630861210,Mechanical Engineering
0631024210,Computer Science and Engineering
0631024510,Computer Engineering
0631024610,Information Technology
0631037210,Electronics and Telecommunication Engg
0631061210,Mechanical Engineering
0631091310,Computer Science and Engineering (Artificial Intelligence)
0631099510,Artificial Intelligence and Data Science
0631124510,Computer Engineering
0631124610,Information Technology
0631129310,Electrical Engineering
0631137210,Electronics and Telecommunication Engg
0631161210,Mechanical Engineering
0631319110,Civil Engineering
0631324510,Computer Engineering
0631329310,Electrical Engineering
0631337210,Electronics and Telecommunication Engg
0631361210,Mechanical Engineering
0631519110,Civil Engineering
0631524210,Computer Science and Engineering
0631529310,Electrical Engineering
0631561210,Mechanical Engineering
0631584410,Electronics and Computer Engineering
0631592110,Artificial Intelligence and Machine Learning
0631719110,Civil Engineering
0631724210,Computer Science and Engineering
0631729310,Electrical Engineering
0631761210,Mechanical Engineering
0631762410,Mechatronics Engineering
0631784410,Electronics and Computer Engineering
0631791610,Automation and Robotics
0631799510,Artificial Intelligence and Data Science
0631824210,Computer Science and Engineering
0631826310,Artificial Intelligence (AI) and Data Science
0631829310,Electrical Engineering
0631861210,Mechanical Engineering
0631884410,Electronics and Computer Engineering
0631919110,Civil Engineering
0631924510,Computer Engineering
0631924610,Information Technology
0631926310,Artificial Intelligence (AI) and Data Science
0631929310,Electrical Engineering
0631937210,Electronics and Telecommunication Engg
0631961210,Mechanical Engineering
0632019110,Civil Engineering
0632024510,Computer Engineering
0632029310,Electrical Engineering
0632037210,Electronics and Telecommunication Engg
0632037810,Electronics Engineering ( VLSI Design and Technology)
0632061210,Mechanical Engineering
0632092810,Electronics and Communication(Advanced Communication Technology)
0632119110,Civil Engineering
0632124210,Computer Science and Engineering
0632129310,Electrical Engineering
0632137210,Electronics and Telecommunication Engg
0632161210,Mechanical Engineering
0632199510,Artificial Intelligence and Data Science
0632224510,Computer Engineering
0632237210,Electronics and Telecommunication Engg
0632261210,Mechanical Engineering
0632292110,Artificial Intelligence and Machine Learning
0632419110,Civil Engineering
0632424510,Computer Engineering
0632426310,Artificial Intelligence (AI) and Data Science
0632437210,Electronics and Telecommunication Engg
0632461210,Mechanical Engineering
0632519110,Civil Engineering
0632524510,Computer Engineering
0632525710,Computer Science and Design
0632529310,Electrical Engineering
0632537210,Electronics and Telecommunication Engg
0632537810,Electronics Engineering ( VLSI Design and Technology)
0632561210,Mechanical Engineering
0632592110,Artificial Intelligence and Machine Learning
0632593310,Electronics and Communication (Advanced Communication Technology)
0632619110,Civil Engineering
0632624210,Computer Science and Engineering
0632637210,Electronics and Telecommunication Engg
0632661210,Mechanical Engineering
0640224210,Computer Science and Engineering
0640225910,Mechanical and Mechatronics Engineering (Additive Manufacturing)
0640257310,"Electrical, Electronics and Power"
0640291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0644419110,Civil Engineering
0644424510,Computer Engineering
0644461210,Mechanical Engineering
0646619110,Civil Engineering
0646624210,Computer Science and Engineering
0646629310,Electrical Engineering
0646661210,Mechanical Engineering
0646824210,Computer Science and Engineering
0646829310,Electrical Engineering
0646837210,Electronics and Telecommunication Engg
0646884410,Electronics and Computer Engineering
0646891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0654519110,Civil Engineering
0654524210,Computer Science and Engineering
0654526310,Artificial Intelligence (AI) and Data Science
0654529310,Electrical Engineering
0654537210,Electronics and Telecommunication Engg
0654561210,Mechanical Engineering
0660919110,Civil Engineering
0660924510,Computer Engineering
0660926310,Artificial Intelligence (AI) and Data Science
0660937210,Electronics and Telecommunication Engg
0660961210,Mechanical Engineering
0662224510,Computer Engineering
0662237210,Electronics and Telecommunication Engg
0662237810,Electronics Engineering ( VLSI Design and Technology)
0662256610,Computer Science
0662261210,Mechanical Engineering
0662292110,Artificial Intelligence and Machine Learning
0662299510,Artificial Intelligence and Data Science
0662819110,Civil Engineering
0662824510,Computer Engineering
0662824610,Information Technology
0662829310,Electrical Engineering
0662861210,Mechanical Engineering
0662884410,Electronics and Computer Engineering
0663219110,Civil Engineering
0663224510,Computer Engineering
0663229310,Electrical Engineering
0663237210,Electronics and Telecommunication Engg
0663261210,Mechanical Engineering
0663292110,Artificial Intelligence and Machine Learning
0663419110,Civil Engineering
0663424510,Computer Engineering
0663424610,Information Technology
0663437210,Electronics and Telecommunication Engg
0663461210,Mechanical Engineering
0663519110,Civil Engineering
0663524510,Computer Engineering
0663529310,Electrical Engineering
0663537210,Electronics and Telecommunication Engg
0663561210,Mechanical Engineering
0663591210,Computer Science and Engineering(Data Science)
0663592110,Artificial Intelligence and Machine Learning
0664019110,Civil Engineering
0664024210,Computer Science and Engineering
0664029310,Electrical Engineering
0664037210,Electronics and Telecommunication Engg
0664061210,Mechanical Engineering
0664319110,Civil Engineering
0664324210,Computer Science and Engineering
0664329310,Electrical Engineering
0664337210,Electronics and Telecommunication Engg
0664361210,Mechanical Engineering
0664419110,Civil Engineering
0664424510,Computer Engineering
0664429310,Electrical Engineering
0664437210,Electronics and Telecommunication Engg
0664461210,Mechanical Engineering
0664490010,Electronics and Computer Science
0664491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0664919110,Civil Engineering
0664924510,Computer Engineering
0664929310,Electrical Engineering
0664937210,Electronics and Telecommunication Engg
0664961210,Mechanical Engineering
0671424210,Computer Science and Engineering
0671429310,Electrical Engineering
0671437210,Electronics and Telecommunication Engg
0671461210,Mechanical Engineering
0673219110,Civil Engineering
0673224510,Computer Engineering
0673237210,Electronics and Telecommunication Engg
0673261210,Mechanical Engineering
0673299510,Artificial Intelligence and Data Science
0675424510,Computer Engineering
0675424610,Information Technology
0675437210,Electronics and Telecommunication Engg
0675519110,Civil Engineering
0675524510,Computer Engineering
0675526310,Artificial Intelligence (AI) and Data Science
0675537210,Electronics and Telecommunication Engg
0675561210,Mechanical Engineering
0675619110,Civil Engineering
0675624210,Computer Science and Engineering
0675629310,Electrical Engineering
0675637210,Electronics and Telecommunication Engg
0675661210,Mechanical Engineering
0675699510,Artificial Intelligence and Data Science
0675719110,Civil Engineering
0675724210,Computer Science and Engineering
0675726010,Computer Science and Engineering (Cyber Security)
0675726310,Artificial Intelligence (AI) and Data Science
0675726610,Robotics and Artificial Intelligence
0675729310,Electrical Engineering
0675737210,Electronics and Telecommunication Engg
0675761210,Mechanical Engineering
0675762410,Mechatronics Engineering
0675819110,Civil Engineering
0675824510,Computer Engineering
0675837210,Electronics and Telecommunication Engg
0675861210,Mechanical Engineering
0675892110,Artificial Intelligence and Machine Learning
0675899510,Artificial Intelligence and Data Science
0675919110,Civil Engineering
0675924510,Computer Engineering
0675929310,Electrical Engineering
0675961210,Mechanical Engineering
0675999510,Artificial Intelligence and Data Science
0676219110,Civil Engineering
0676224210,Computer Science and Engineering
0676229310,Electrical Engineering
0676237210,Electronics and Telecommunication Engg
0676261210,Mechanical Engineering
0676619110,Civil Engineering
0676624510,Computer Engineering
0676637210,Electronics and Telecommunication Engg
0676661210,Mechanical Engineering
0676699510,Artificial Intelligence and Data Science
0676719110,Civil Engineering
0676724510,Computer Engineering
0676761210,Mechanical Engineering
0676791210,Computer Science and Engineering(Data Science)
0676799510,Artificial Intelligence and Data Science
0676824510,Computer Engineering
0676861210,Mechanical Engineering
0676919110,Civil Engineering
0676924510,Computer Engineering
0676924610,Information Technology
0676937210,Electronics and Telecommunication Engg
0676961210,Mechanical Engineering
0677024510,Computer Engineering
0677024610,Information Technology
0677061210,Mechanical Engineering
0677119110,Civil Engineering
0677124510,Computer Engineering
0677161210,Mechanical Engineering
0677224510,Computer Engineering
0677224610,Information Technology
0677229310,Electrical Engineering
0677237210,Electronics and Telecommunication Engg
0677261210,Mechanical Engineering
0678019110,Civil Engineering
0678024210,Computer Science and Engineering
0678029310,Electrical Engineering
0678061210,Mechanical Engineering
0678091210,Computer Science and Engineering(Data Science)
0678119110,Civil Engineering
0678124210,Computer Science and Engineering
0678137210,Electronics and Telecommunication Engg
0678161210,Mechanical Engineering
0678219110,Civil Engineering
0678224210,Computer Science and Engineering
0678229310,Electrical Engineering
0678237210,Electronics and Telecommunication Engg
0678261210,Mechanical Engineering
0678299510,Artificial Intelligence and Data Science
0679419110,Civil Engineering
0679424510,Computer Engineering
0679424610,Information Technology
0679437210,Electronics and Telecommunication Engg
0679437810,Electronics Engineering ( VLSI Design and Technology)
0679461210,Mechanical Engineering
0679492810,Electronics and Communication(Advanced Communication Technology)
0679499510,Artificial Intelligence and Data Science
0679519110,Civil Engineering
0679524510,Computer Engineering
0679529310,Electrical Engineering
0679561210,Mechanical Engineering
0679619110,Civil Engineering
0679624510,Computer Engineering
0679637210,Electronics and Telecommunication Engg
0679661210,Mechanical Engineering
0679719110,Civil Engineering
0679724210,Computer Science and Engineering
0679725910,Mechanical and Mechatronics Engineering (Additive Manufacturing)
0679729310,Electrical Engineering
0679737210,Electronics and Telecommunication Engg
0679924210,Computer Science and Engineering
0679924510,Computer Engineering
0679929310,Electrical Engineering
0680319110,Civil Engineering
0680324210,Computer Science and Engineering
0680329310,Electrical Engineering
0680337210,Electronics and Telecommunication Engg
0680361210,Mechanical Engineering
0680824510,Computer Engineering
0680826310,Artificial Intelligence (AI) and Data Science
0680837210,Electronics and Telecommunication Engg
0680861210,Mechanical Engineering
0681119110,Civil Engineering
0681124210,Computer Science and Engineering
0681129310,Electrical Engineering
0681137210,Electronics and Telecommunication Engg
0681161210,Mechanical Engineering
0681519110,Civil Engineering
0681524510,Computer Engineering
0681561210,Mechanical Engineering
0682219110,Civil Engineering
0682224510,Computer Engineering
0682224610,Information Technology
0682237210,Electronics and Telecommunication Engg
0682261210,Mechanical Engineering
0683424510,Computer Engineering
0683426310,Artificial Intelligence (AI) and Data Science
0683919110,Civil Engineering
0683924210,Computer Science and Engineering
0683929310,Electrical Engineering
0683991210,Computer Science and Engineering(Data Science)
0687819110,Civil Engineering
0687824210,Computer Science and Engineering
0687825910,Mechanical and Mechatronics Engineering (Additive Manufacturing)
0687890010,Electronics and Computer Science
0687891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0687892610,Electrical and Computer Engineering
0690119110,Civil Engineering
0690124210,Computer Science and Engineering
0690137210,Electronics and Telecommunication Engg
0690161210,Mechanical Engineering
0690184410,Electronics and Computer Engineering
0699124510,Computer Engineering
0699156610,Computer Science
0699184410,Electronics and Computer Engineering
0699199510,Artificial Intelligence and Data Science
1400550110,Plastic and Polymer Engineering
1400550310,Food Technology
1400550710,Chemical Engineering
1400552410,Paper and Pulp Technology
1400552710,Petro Chemical Engineering
1400552910,Oil Technology
1400572910,Surface Coating Technology
1600619110,Civil Engineering
1600624210,Computer Science and Engineering
1600626610,Robotics and Artificial Intelligence
1600629310,Electrical Engineering
1600637210,Electronics and Telecommunication Engg
1600646410,Instrumentation and Control Engineering
1600661210,Mechanical Engineering
1600662710,Manufacturing Science and Engineering
1600669410,Metallurgy and Material Technology
1612119110,Civil Engineering
1612124510,Computer Engineering
1612126310,Artificial Intelligence (AI) and Data Science
1612129310,Electrical Engineering
1612161210,Mechanical Engineering
1612624210,Computer Science and Engineering
1612625210,Cyber Security
1612626210,Computer Science and Business Systems
1612629310,Electrical Engineering
0214661210,Mechanical Engineering
0228261210,Mechanical Engineering
0250890610,Civil Engineering (Structural Engineering)
0250890710,Food Engineering
0250890810,Mechanical and Automation Engineering
0275824210,Computer Science and Engineering
0275829310,Electrical Engineering
0275861210,Mechanical Engineering
0275899710,Artificial Intelligence
0346519110,Civil Engineering
0470324210,Computer Science and Engineering
0470329310,Electrical Engineering
0470370110,Mining Engineering
0470392110,Artificial Intelligence and Machine Learning
0554524210,Computer Science and Engineering
0554524610,Information Technology
0554584410,Electronics and Computer Engineering
0554591710,Data Science
0662519110,Civil Engineering
0662524510,Computer Engineering
0662529310,Electrical Engineering
0662561210,Mechanical Engineering
0524924510,Computer Engineering
0524929310,Electrical Engineering
0112356810,Computer Science and Information Technology
0112399510,Artificial Intelligence and Data Science
0112684410,Electronics and Computer Engineering
0112724210,Computer Science and Engineering
0112799510,Artificial Intelligence and Data Science
0201524510,Computer Engineering
0201537210,Electronics and Telecommunication Engg
0201599510,Artificial Intelligence and Data Science
0213391710,Data Science
0213399710,Artificial Intelligence
0213461210,Mechanical Engineering
0218919110,Civil Engineering
0218937210,Electronics and Telecommunication Engg
0218992510,Computer Science and Engineering (Artificial Intelligence and Data Science)
0225099510,Artificial Intelligence and Data Science
0250824210,Computer Science and Engineering
0250890910,Electronics & Telecommunication Engineering
0250891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0250893710,Electrical Engineering
0252224610,Information Technology
0263419110,Civil Engineering
0263424510,Computer Engineering
0263429310,Electrical Engineering
0263492110,Artificial Intelligence and Machine Learning
0277019110,Civil Engineering
0277024510,Computer Engineering
0277029310,Electrical Engineering
0277061210,Mechanical Engineering
0277099510,Artificial Intelligence and Data Science
0277124210,Computer Science and Engineering
0277124610,Information Technology
0277137210,Electronics and Telecommunication Engg
0277199510,Artificial Intelligence and Data Science
0277219110,Civil Engineering
0277224510,Computer Engineering
0277237210,Electronics and Telecommunication Engg
0277292110,Artificial Intelligence and Machine Learning
0277724210,Computer Science and Engineering
0277724610,Information Technology
0277737210,Electronics and Telecommunication Engg
0277761210,Mechanical Engineering
0277799710,Artificial Intelligence
0277924210,Computer Science and Engineering
0277924610,Information Technology
0277937210,Electronics and Telecommunication Engg
0277999510,Artificial Intelligence and Data Science
0314600210,Aeronautical Engineering
0317626710,Computer Science and Engineering (IoT)
0319226310,Artificial Intelligence (AI) and Data Science
0319724210,Computer Science and Engineering
0321126310,Artificial Intelligence (AI) and Data Science
0321484410,Electronics and Computer Engineering
0322399510,Artificial Intelligence and Data Science
0322456810,Computer Science and Information Technology
0342325810,Civil Engineering with Computer Application
0344061210,Mechanical Engineering
0346592110,Artificial Intelligence and Machine Learning
0346599510,Artificial Intelligence and Data Science
0347124610,Information Technology
0347792110,Artificial Intelligence and Machine Learning
0372324210,Computer Science and Engineering
0372324510,Computer Engineering
0372324610,Information Technology
0372329310,Electrical Engineering
0372337210,Electronics and Telecommunication Engg
0372399510,Artificial Intelligence and Data Science
0372424510,Computer Engineering
0372424610,Information Technology
0372490010,Electronics and Computer Science
0372499510,Artificial Intelligence and Data Science
0372524210,Computer Science and Engineering
0372524610,Information Technology
0372537610,Electronics Engineering
0372591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0372624510,Computer Engineering
0372624610,Information Technology
0372637210,Electronics and Telecommunication Engg
0372699510,Artificial Intelligence and Data Science
0410490010,Electronics and Computer Science
0410491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0413591210,Computer Science and Engineering(Data Science)
0413724610,Information Technology
0413826010,Computer Science and Engineering (Cyber Security)
0413992510,Computer Science and Engineering (Artificial Intelligence and Data Science)
0414324210,Computer Science and Engineering
0414399510,Artificial Intelligence and Data Science
0417424210,Computer Science and Engineering
0417426610,Robotics and Artificial Intelligence
0417599710,Artificial Intelligence
0417729310,Electrical Engineering
0417737210,Electronics and Telecommunication Engg
0417799710,Artificial Intelligence
0467926310,Artificial Intelligence (AI) and Data Science
0470326010,Computer Science and Engineering (Cyber Security)
0470391210,Computer Science and Engineering(Data Science)
0510891610,Automation and Robotics
0515184410,Electronics and Computer Engineering
0516499510,Artificial Intelligence and Data Science
0517929310,Electrical Engineering
0522324510,Computer Engineering
0522329310,Electrical Engineering
0522337210,Electronics and Telecommunication Engg
0522361210,Mechanical Engineering
0523919110,Civil Engineering
0523929310,Electrical Engineering
0523961210,Mechanical Engineering
0524919110,Civil Engineering
0524961210,Mechanical Engineering
0533124610,Information Technology
0533199510,Artificial Intelligence and Data Science
0536519110,Civil Engineering
0536592110,Artificial Intelligence and Machine Learning
0538221910,Robotics and Automation
0538292110,Artificial Intelligence and Machine Learning
0539524510,Computer Engineering
0539537210,Electronics and Telecommunication Engg
0539561210,Mechanical Engineering
0540191610,Automation and Robotics
0541424510,Computer Engineering
0541426310,Artificial Intelligence (AI) and Data Science
0541429310,Electrical Engineering
0541461210,Mechanical Engineering
0559724510,Computer Engineering
0559724610,Information Technology
0559737210,Electronics and Telecommunication Engg
0559799710,Artificial Intelligence
0614929310,Electrical Engineering
0622084410,Electronics and Computer Engineering
0626592110,Artificial Intelligence and Machine Learning
0626825210,Cyber Security
0626829310,Electrical Engineering
0627592110,Artificial Intelligence and Machine Learning
0628326610,Robotics and Artificial Intelligence
0629399510,Artificial Intelligence and Data Science
0629827110,Computer Engineering (Regional Language)
0631084410,Electronics and Computer Engineering
0631326310,Artificial Intelligence (AI) and Data Science
0646724210,Computer Science and Engineering
0646724610,Information Technology
0646729310,Electrical Engineering
0646737210,Electronics and Telecommunication Engg
0654584410,Electronics and Computer Engineering
0660984410,Electronics and Computer Engineering
0662826310,Artificial Intelligence (AI) and Data Science
0663299510,Artificial Intelligence and Data Science
0664326310,Artificial Intelligence (AI) and Data Science
0671524510,Computer Engineering
0671529310,Electrical Engineering
0671561210,Mechanical Engineering
0676626310,Artificial Intelligence (AI) and Data Science
0676724610,Information Technology
0679792210,Civil and Environmental Engineering
0679792610,Electrical and Computer Engineering
0680337910,ELECTRONICS AND COMMUNICATION ENGINEERING (BIO-MEDICAL ENGINEERING)
0680391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0683492110,Artificial Intelligence and Machine Learning
0690158510,MECHANICAL AND RAIL ENGINEERING
1600692110,Artificial Intelligence and Machine Learning
1635119110,Civil Engineering
1635124210,Computer Science and Engineering
1635137210,Electronics and Telecommunication Engg
1635192110,Artificial Intelligence and Machine Learning
1635224210,Computer Science and Engineering
1635224610,Information Technology
1635237210,Electronics and Telecommunication Engg
1635299510,Artificial Intelligence and Data Science
1635424510,Computer Engineering
1635424610,Information Technology
1635437210,Electronics and Telecommunication Engg
1635492110,Artificial Intelligence and Machine Learning
1635524210,Computer Science and Engineering
1635524610,Information Technology
1635584410,Electronics and Computer Engineering
1635592110,Artificial Intelligence and Machine Learning
1635724510,Computer Engineering
1635724610,Information Technology
1635737210,Electronics and Telecommunication Engg
1635791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0525684410,Electronics and Computer Engineering
0614925210,Cyber Security
1636124510,Computer Engineering
1636137210,Electronics and Telecommunication Engg
1636184410,Electronics and Computer Engineering
1636199510,Artificial Intelligence and Data Science
600637210,"Electronics and
Telecommunication Engg"
321591110,"Computer Science and
Engineering(Artificial"
321591210,"Computer Science and
Engineering(Data Science)"
319991210,"Computer Science and
Engineering(Data Science)"
319926310,Artificial Intelligence (AI) and Data Science
319992110,"Artificial Intelligence and
Machine Learning"
600646410,"Instrumentation and
Control Engineering"
319992010,"Computer Science and
Engineering (Internet of"
321537210,"Electronics and
Telecommunication Engg"
627137210,"Electronics and
Telecommunication Engg"
627391110,"Computer Science and
Engineering(Artificial"
411524210,"Computer Science and
Engineering"
318524510,Computer Engineering
627391310,"Computer Science and
Engineering (Artificial"
318299510,"Artificial Intelligence and
Data Science"
617591110,"Computer Science and
Engineering(Artificial"
303651310,"Pharmaceuticals
Chemistry and Technology"
627399510,"Artificial Intelligence and
Data Science"
319937210,Electronics and Telecommunication Engg
303651910,"Polymer Engineering and
Technology"
303653410,"Food Engineering and
Technology"
627624550F,Computer Engineering
627624650F,Information Technology
320999510,"Artificial Intelligence and
Data Science"
411591210,"Computer Science and
Engineering(Data Science)"
318237210,"Electronics and
Telecommunication Engg"
411591110,"Computer Science and
Engineering(Artificial"
317691010,Computer Science and Engineering(Cyber Security)
411591010,"Computer Science and
Engineering(Cyber"
627337210,"Electronics and
Telecommunication Engg"
628991110,"Computer Science and
Engineering(Artificial"
318599510,"Artificial Intelligence and
Data Science"
318499510,"Artificial Intelligence and
Data Science"
